id,click
1.686776457934551e+18,0.038412876427173615
1.6712888156896416e+19,0.3500319719314575
1.5960999734546637e+19,0.2881503403186798
9.758737120794722e+18,0.40234196186065674
8.369307756171096e+18,0.05913667008280754
7.539745923722721e+18,0.1420351266860962
1.5259987613758195e+18,0.21415595710277557
4.079129294534093e+18,0.09526629000902176
6.650147626724566e+18,0.17300207912921906
9.805234237248557e+18,0.10484050214290619
7.620497255096021e+18,0.17170974612236023
2.0316608272742664e+18,0.2968297302722931
8.526349178508458e+17,0.06209251284599304
3.053581240816992e+18,0.2712995707988739
1.839848113021812e+19,0.17223365604877472
1.0023235806943228e+19,0.3201891779899597
6.288829116295009e+17,0.2313637137413025
1.320235913552785e+19,0.1309482604265213
1.1498679588007117e+19,0.19475485384464264
2.885896183467376e+18,0.1328229159116745
6.75099159439746e+18,0.3305652141571045
3.0518715531935123e+17,0.20605148375034332
3.7484869813685294e+18,0.18094007670879364
7.524317598151662e+17,0.31334662437438965
1.3993185639130276e+19,0.3325250446796417
5.142616632677334e+18,0.19938886165618896
8.439157188102936e+18,0.17557969689369202
8.468560861780398e+18,0.23704546689987183
1.2557960475615314e+19,0.02547646313905716
1.681825708799567e+19,0.15132327377796173
1.725587973415856e+18,0.18154025077819824
2.6158069972108114e+18,0.09912510961294174
9.784179652268749e+18,0.11274576932191849
9.074296075873976e+18,0.12555207312107086
1.54686868239009e+19,0.3246212899684906
7.58379811607491e+17,0.482867568731308
1.7651863162859889e+19,0.046532630920410156
3.7662383539093366e+18,0.2567186951637268
9.948455715966285e+16,0.13624873757362366
1.253423028236058e+19,0.29925721883773804
1.3393790409552343e+19,0.114773690700531
7.99217293096289e+18,0.12321557104587555
1.762593774554133e+19,0.05922755226492882
7.248196065791625e+17,0.16583353281021118
1.0571938751726311e+19,0.31738293170928955
5.665500805628417e+18,0.19228118658065796
9.702102116691874e+18,0.09701613336801529
1.7374718501619239e+19,0.15379956364631653
1.0365467678957306e+19,0.14100800454616547
2.0024138903367952e+17,0.08664878457784653
3.193179695741594e+18,0.17981687188148499
1.4782507707668765e+19,0.11033538728952408
2.646515217541465e+17,0.1770322173833847
7.347508603111296e+17,0.3425998389720917
1.0442178966856534e+19,0.08807224780321121
1.372431359097324e+19,0.2986009418964386
1.0543322246369866e+18,0.32244229316711426
9.60722224197732e+18,0.27305248379707336
7.847684265021958e+17,0.08303529024124146
1.5797848934436262e+19,0.05197431147098541
1.7009402833137185e+19,0.02718648500740528
1.3421410275268278e+19,0.3059268593788147
9.286023036105796e+18,0.0968690738081932
8.435118013517617e+18,0.1149376928806305
7.168236877770656e+18,0.029403390362858772
9.906076909980348e+18,0.10285978764295578
4.603536567950959e+18,0.10821789503097534
5.933702149002803e+18,0.06803975999355316
1.365544680183693e+19,0.15361787378787994
1.1787323748346157e+19,0.1047436073422432
1.7997797089175634e+18,0.07800783216953278
9.879488117387362e+18,0.3356865644454956
1.2834483691560407e+19,0.4364270567893982
3.9690681163348086e+18,0.09524574130773544
2.1554456796122995e+18,0.13575826585292816
1.0139061643515773e+19,0.03121137246489525
2.7265577147084605e+18,0.19358401000499725
1.7093708946981159e+19,0.3033198118209839
7.059079365504993e+18,0.09444862604141235
1.6193226856817164e+19,0.0777672529220581
4.245197224961331e+18,0.15979298949241638
1.501867212218825e+19,0.07524147629737854
1.3734648048060503e+18,0.30420202016830444
4.721092689972785e+18,0.30004942417144775
1.072557858707428e+19,0.047337606549263
1.3149487580437187e+19,0.3030032217502594
5.057841830460721e+18,0.17762187123298645
7.92635687542805e+18,0.3437500298023224
4.0618116692219873e+18,0.3149058222770691
9.621064553228784e+18,0.13084837794303894
1.6994615967533146e+19,0.26040008664131165
1.744081608845599e+19,0.30631551146507263
7.695371791386407e+18,0.0529976412653923
7.42886039263113e+18,0.1540713906288147
1.206263230691851e+19,0.11821316182613373
1.0187416663851495e+19,0.1333925575017929
1.479954427343863e+19,0.3537948429584503
1.1849878850308952e+19,0.10201156139373779
5.85819387401574e+18,0.14061066508293152
6.59412860051684e+18,0.0775570496916771
3.0152252155853614e+18,0.14395497739315033
6.995148039224602e+18,0.08160941302776337
1.7714169606079226e+19,0.3526242971420288
5.107150034829474e+17,0.12923169136047363
2.2430297743538565e+18,0.05064002424478531
4.676313965517673e+18,0.18917879462242126
1.3694075653219414e+19,0.1875942200422287
6.030236338810491e+18,0.3335309326648712
1.3885927397253091e+19,0.08975551277399063
4.46560220845402e+18,0.06432720273733139
1.5060779057780754e+19,0.15947501361370087
6.952713137988407e+18,0.1500362902879715
1.3971540564527583e+19,0.14574317634105682
7.74775373828466e+18,0.13753560185432434
5.252369426019777e+18,0.17166529595851898
1.4867675068915952e+19,0.34859541058540344
1.2171327022117409e+19,0.08145207911729813
7.933519656831121e+18,0.2933875620365143
1.843352872755016e+19,0.1346413493156433
4.802420608965436e+17,0.03713124245405197
1.087976274889297e+19,0.10491835325956345
1.0610265527183843e+19,0.13868167996406555
6.807671142851719e+18,0.24903570115566254
1.0694602927246078e+19,0.09352956712245941
2.5869629015331287e+18,0.19736886024475098
1.557432728751931e+19,0.14350612461566925
1.5373959475333116e+19,0.17838633060455322
1.461379227184293e+19,0.04970333352684975
1.7361545840194812e+19,0.08759468048810959
1.2204056357062711e+19,0.12691619992256165
1.3123473240285395e+19,0.10802881419658661
8.721204775623171e+18,0.202835351228714
1.0379954351898745e+19,0.44204577803611755
1.2199309686950089e+19,0.1497107893228531
